formula,space group,piezoelectric modulus (C/m^2),density (g/cm^3),band gap (eV)
IOF3-mp-559377,P2_12_12_1,0.2713,3.727,3.6374
Ag5SbS4-mp-4004,Cmc2_1,0.2711,5.8939,0.5987
Be(HO)2-mp-625823,P2_12_12_1,0.2711,1.9691,5.0669
CaAlSiHO5-mp-24402,P2_12_12_1,0.2708,3.3203,5.2444
LiMnF3-mp-777972,Pna2_1,0.2708,3.1805,3.4757
Na10Be4Si4O17-mp-555606,P-43m,0.2707,2.7194,4.0248
MgTe-mp-1039,P6_3mc,0.2704,3.6488,2.362
LiCoSiO4-mp-758521,I-4,0.2704,3.0504,1.5569
Na2CoP2O7-mp-1013911,P-42_1m,0.2703,2.9035,3.0679
SiO2-mp-556880,P1,0.2702,2.2458,5.0612
Li7SbN4-mp-1029522,P-43n,0.27,3.066,2.2181
BaAl2Sb2O7-mp-12885,R32,0.27,4.2241,3.6221
BaH4O3-mp-23904,Pmc2_1,0.2695,3.532,4.2654
MnSe-mp-2293,F-43m,0.2694,4.2289,0.0538
ScNb(NiSn)2-mp-1219274,R3m,0.2693,7.3283,0.4356
K2ZnCl4-mp-618177,Pna2_1,0.2689,2.2334,4.4093
Hg3Cl4O-mp-23333,P2_13,0.2687,5.8159,1.4906
Al2O3-mp-755483,R3m,0.2684,3.6383,4.0976
DyNiSb-mp-4510,F-43m,0.2683,8.9042,0.3669
Al2Se3-mp-11674,Cc,0.2681,3.7027,2.1576
Cd4SiSe6-mp-17791,Cc,0.2679,5.1736,1.3934
La4S3NCl3-mp-559256,P6_3mc,0.2678,4.69,2.9188
GaPO4-mp-4122,P3_121,0.2671,3.3569,4.4468
AgClO4-mp-22993,I-42m,0.2668,3.8878,2.7665
Na3VSO3-mp-559500,R3c,0.2662,2.4759,3.2103
LiGaS2-mp-3647,Pna2_1,0.2658,2.8347,2.9659
BiTeCl-mp-28944,P6_3mc,0.2654,5.4487,1.5598
Cs6Fe2O5-mp-1105876,Cm,0.2654,4.6478,0.2266
Na2ThF6-mp-4829,P321,0.2653,5.2581,6.5168
Rb6HgS4-mp-1190842,P6_3mc,0.2651,3.6193,1.5961
K2NaNb(OF2)2-mp-684816,P2_1,0.265,3.1406,2.3831
AgNO3-mp-8196,R3m,0.2646,4.2137,1.7613
NaAl(PS3)2-mp-1189227,Fdd2,0.2645,2.0854,2.6586
Li4CO4-mp-551740,I-42m,0.2641,1.8698,4.6749
Cs2LiVO4-mp-541190,Cmc2_1,0.2635,4.0204,4.0063
AgI-mp-22894,P6_3mc,0.2634,5.329,1.3955
BaTe3-mp-8234,P-42_1m,0.2634,5.9822,0.8415
Cs3W2N5-mp-1119092,I4_1,0.2633,5.7316,1.9073
Te(HO)6-mp-626012,P1,0.2631,2.8518,2.2333
CrN2-mp-1015076,Pc,0.2626,3.2821,0.0173
Ba3(BN2)2-mp-30905,P2_12_12_1,0.2623,4.5429,2.5259
Zn(BH4)2-mp-1191586,I4_122,0.2622,1.0511,4.438
PCl3O-mp-27277,Pna2_1,0.2622,1.7262,4.6845
KP-mp-7441,P2_12_12_1,0.262,2.0159,1.4822
K2GeF6-mp-14168,P6_3mc,0.2618,3.1036,5.902
LiMoP2O7-mp-26293,C2,0.2615,3.6085,4.1097
Cs2V5O13-mp-616573,I4mm,0.2613,3.1803,1.5454
Li2Mn3CoO8-mp-775027,R3m,0.2601,4.2456,0.6456
SBr-mp-28099,Aea2,0.2598,2.4341,2.3074
LaAg(MoO4)2-mp-1223057,I-4,0.2594,5.4292,2.6019
CsCNO-mp-1225916,Ima2,0.2593,3.2215,4.5412
Hg3(SeF)2-mp-1212164,I2_13,0.2581,8.2493,1.5623
BaBiNO5-mp-1228172,Cm,0.2578,5.0367,2.2456
Rb2SnHgTe4-mp-1080691,I-42m,0.2575,5.3056,1.0804
Sn4OF6-mp-28932,P2_12_12_1,0.2566,4.3209,3.231
Na2MgAlF7-mp-19931,Ima2,0.2563,2.8291,6.6702
BaP10-mp-28035,Cmc2_1,0.2555,2.9006,1.4045
Na6ZnO4-mp-7664,P6_3mc,0.2549,2.9507,1.532
Te(HO)6-mp-625993,P1,0.2547,2.9054,2.0005
BeO-mp-2542,P6_3mc,0.2546,2.9675,7.4631
LiHfPCO7-mp-754075,P2_1,0.2543,3.4958,4.8514
Na6MnS4-mp-5055,P6_3mc,0.2543,2.1724,1.4006
Pr5AgSe8-mp-35264,I-4,0.254,6.5741,1.5589
C5N4-mp-651723,R3c,0.2538,1.3838,5.925
AgBr-mp-866291,F-43m,0.2538,4.918,1.1708
ZnCu2SnSe4-mp-16564,I-42m,0.2537,5.4525,0.0533
GaAgS2-mp-5342,I-42d,0.2536,4.518,0.9622
Na4Al3Si3IO12-mp-23655,P-43n,0.2535,2.5311,4.162
BaSe3-mp-7548,P-42_1m,0.2534,5.2501,0.9444
PS3N5F2-mp-559593,R3m,0.2528,1.9115,2.5719
KNiIO6-mp-550959,P312,0.2528,3.9871,1.7814
Li5Cu(PO4)2-mp-26311,Pc,0.2516,2.8377,1.9716
NaGaSiO4-mp-560632,P6_3,0.2515,3.2511,3.8215
NbCu3(SeS)2-mp-1220452,Cmm2,0.2514,4.7382,1.6187
Al11NO15-mp-675682,P1,0.2513,3.5868,4.0522
Li5Ti(SiO4)2-mp-760462,C2,0.2512,2.4955,0.5447
Mn4Be3Si3TeO12-mp-18320,P-43n,0.2507,3.4866,2.9279
RbTa(CuSe2)2-mp-11925,Ama2,0.2506,5.2942,1.795
Mg4P6SN12-mp-6137,I-43m,0.2499,2.7624,5.1057
AgI-mp-580941,P6_3mc,0.2495,5.2869,1.3759
Ga2S3-mp-32616,Cc,0.2493,3.478,2.3169
CrAg(PSe3)2-mp-1226281,C2,0.2491,4.641,0.7251
As2O5-mp-555434,P4_12_12,0.2491,4.2174,1.3437
Cd3AsI3-mp-676464,Pm,0.2484,4.7693,0.842
KAg2SbS4-mp-9490,I-42m,0.2484,3.9211,1.0697
GaSe-mp-11342,R3m,0.2482,4.4141,1.362
Li2MnP2O7-mp-850195,P-42_1m,0.2482,2.5654,3.9861
LiVF6-mp-757163,P312,0.2482,2.8903,3.1595
K2ReH9-mp-29877,P-62m,0.2481,3.0462,5.2334
Cs3Re2N5-mp-1118943,I4_1,0.2479,5.7164,0.3215
Ca5P3HO13-mp-41472,P6_3,0.2479,3.0556,5.1992
NaPH4O5-mp-554288,Pna2_1,0.2474,2.0138,5.2287
P4N3Cl11-mp-28792,R3,0.2469,1.7984,2.6579
CsLiMnS2-mp-1225894,I-4m2,0.2468,3.5094,0.8093
Ge-mp-137,P4_32_12,0.2464,5.6084,0.8732
Nb2Te3O11-mp-27322,P2_12_12,0.2462,4.7746,2.673
H2O-mp-684704,Cc,0.2459,0.8618,4.7636
Hg2GeSe4-mp-3167,I-4,0.2457,6.6031,0.6279
FeSeBr7-mp-607953,Pc,0.2453,3.4465,0.0826
Ba3Si6N4O9-mp-554885,P3,0.2452,4.0525,4.3934
CaCO3-mp-561412,C2,0.2451,2.6019,4.9963
MgSe-mp-13031,F-43m,0.2447,3.1747,2.5473
LiMn(PO3)3-mp-752899,R3,0.2446,2.2176,3.9634
Sr2Li7CuN4-mp-1218762,Imm2,0.2445,2.8947,0.5568
CsGa3-mp-574338,I-4m2,0.2445,5.2464,0.1274
BaGaH5-mp-1540000,Pmn2_1,0.2442,3.4841,3.1292
Sc2TiO5-mp-753401,Cmc2_1,0.244,3.5195,3.1316
Li11TiSb5-mp-677323,Cm,0.244,3.4898,0.1022
Na2SnO2-mp-781712,P2_12_12_1,0.2437,3.7953,2.4072
Na4Al3Si3BrO12-mp-23147,P-43n,0.2437,2.3857,4.6098
Te2W-mp-1023926,P-6m2,0.2433,3.8042,1.4108
K7NbAs4-mp-18361,Pmn2_1,0.243,2.737,1.1283
Cs2S3-mp-1079600,Cmc2_1,0.2429,3.2575,1.3824
Ca7(H6Cl)2-mp-984055,P-6,0.2422,2.1757,3.6964
Ga2HgS4-mp-4809,I-4,0.2413,4.6855,1.5693
La2Be2GeO7-mp-19926,P-42_1m,0.2408,5.356,4.1262
BP-mp-1008559,P6_3mc,0.2405,2.953,1.0759
BaCaI4-mp-766325,Cm,0.2404,3.73,3.27
Sn(HgSe2)2-mp-10955,I-4,0.2403,6.5662,0.4817
RbCd(NO2)3-mp-11016,R3,0.2402,3.3523,2.3512
Na4Al3Ge3IO12-mp-23651,P-43n,0.24,2.9454,3.4006
Nb3TeI7-mp-567713,P3m1,0.2394,5.7275,0.4801
Li2AlCoO4-mp-756520,C222_1,0.2389,3.0193,1.6405
Ca10P6O25-mp-29760,P-6,0.2385,2.9777,3.1486
C3N4-mp-2852,I-43d,0.2383,3.7769,3.0398
H7NF4-mp-28123,R3c,0.2383,1.4833,7.4906
KNO3-mp-6920,R3m,0.2374,2.0551,3.0036
MgSiO3-mp-642210,Pna2_1,0.2371,2.4665,4.205
B2S2O9-mp-1019509,C2,0.2371,2.5688,6.6984
NaH9O5-mp-625501,P1,0.2369,1.3171,4.3045
AlAgSe2-mp-14091,I-42d,0.2368,4.7911,1.7174
BaSi3SnO9-mp-18502,P-6c2,0.2365,3.9819,3.7306
Cs4Au6S5-mp-1104686,P31m,0.2364,5.7255,2.4949
Li3SbO3-mp-756935,I-43m,0.2363,3.8266,2.9032
Li3FeF6-mp-776684,Pna2_1,0.2362,2.9512,4.07
TaNb(Cu3S4)2-mp-1217925,P-4m2,0.2361,4.4518,1.7852
ThSbRh-mp-10623,F-43m,0.236,9.9553,0.9939
Na2Ca2(CO3)3-mp-557391,Amm2,0.2359,2.5289,4.9808
BAs-mp-984718,P6_3mc,0.2354,5.0972,1.1792
AlGa3N4-mp-1019508,P-43m,0.2352,5.2996,2.8191
Ba4Cl6O-mp-23063,P6_3mc,0.2349,3.7783,4.3725
Re2O7-mvc-7040,Cmc2_1,0.2347,3.8403,3.4689
In2TeO6-mp-504908,P321,0.2347,6.4858,1.0231
BaLaMgTaO6-mp-40251,F-43m,0.2347,7.1501,2.9437
Rb3W2N5-mp-1029857,I4_1,0.2346,5.2111,2.046
HoNiSb-mp-4174,F-43m,0.2337,9.0428,0.3481
SClO2F-mp-554012,Pca2_1,0.2336,1.8859,4.6795
KPSe3-mp-571452,P3_121,0.2336,3.3009,1.3151
MgCl2-mp-570922,P-4m2,0.2334,1.804,4.9061
Cr3Sb(PO4)4-mp-754056,Pm,0.2327,3.7079,1.1499
BrF5-mp-27987,Cmc2_1,0.2325,2.8769,3.4572
NaP3(PbO3)4-mp-690977,P6_3,0.2323,6.1084,3.292
Cu2WSe4-mp-1025340,I-42m,0.2319,5.8042,1.4153
Tl3VSe4-mp-1025549,I-43m,0.2313,6.5598,1.6979
MgV2O4-mp-1284706,R3m,0.2309,4.0266,1.4898
S(ClO)2-mp-28405,Fdd2,0.2308,1.7244,3.7891
H4CN2O-mp-976707,P-42_1m,0.2303,1.1268,5.0454
HBr-mp-632229,Cmc2_1,0.2302,2.3762,4.9446
CsAs(HO2)2-mp-1185571,Fdd2,0.2298,3.4499,4.0245
Cs2RbZrOF5-mp-42022,I4mm,0.2295,4.0837,4.9184
Zr(WO4)2-mp-18778,P2_13,0.2295,4.7472,3.607
K2PdN2(ClO2)2-mp-613733,P1,0.2291,2.5564,2.0217
Cs2Hg3I8-mp-540574,Cm,0.2291,4.696,1.9987
AlPO4-mp-5724,P2_1,0.2291,2.0839,5.4892
Li5SiP3-mp-685991,Cc,0.2289,1.679,1.2765
Nb3TeI7-mp-29689,P6_3mc,0.2286,5.5775,0.5139
CaTeO3-mp-17008,P2_1,0.2283,3.9587,3.2993
Zn2Sn3O8-mvc-7701,P6_3mc,0.2278,6.1816,1.2507
NaCNO-mp-546500,R3m,0.2274,1.8246,4.4404
K2S3-mp-7667,Cmc2_1,0.2274,2.0323,1.3186
Li4V2OF7-mp-765046,P1,0.2273,2.9365,0.9155
K6MnTe4-mp-18246,P6_3mc,0.2272,2.974,1.4161
Cu2SiS3-mp-9248,Cmc2_1,0.227,3.8929,1.3219
Al4(B2O5)3-mp-31408,R3,0.2267,2.7097,6.0723
H2Pb3O4-mp-28475,P-42_1c,0.2265,6.9837,2.881
InGaS3-mp-19885,Cmc2_1,0.226,3.9681,1.8944
LiMgSb-mp-1207082,F-43m,0.226,3.4247,1.4438
CsCuBr3-mp-27336,C222_1,0.2259,4.3548,0.3765
Li3AlF6-mp-556020,Pna2_1,0.2258,2.6898,7.9151
LiInSe2-mp-20310,Pna2_1,0.2256,4.253,1.6262
ZnCN2-mp-29826,I-42d,0.2251,3.1917,3.6099
Al2CdS4-mp-5928,I-4,0.2251,3.0,2.7413
KAs-mp-713,P2_12_12_1,0.2247,2.8849,1.1256
CsTaN2-mp-34293,I-42d,0.2245,6.4495,2.2255
NaLa(MoO4)2-mp-1220757,I-4,0.2241,4.6018,3.5671
Na4Ge2PbS6-mp-1221169,C2,0.224,3.4163,2.0698
RbAs-mp-10802,P2_12_12_1,0.2235,3.6358,1.0462
PCl3O-mp-753611,Pna2_1,0.2235,1.483,4.5631
WN2-mp-754629,P3_121,0.2234,5.7612,1.0029
KAg2PS4-mp-12532,I-42m,0.2233,3.6503,1.3888
Ca4I6O-mp-755949,P6_3mc,0.2231,4.3693,3.2909
Li2BeSiO4-mp-554159,C222_1,0.222,2.5779,5.6497
NaS2-mp-12180,I-42d,0.2219,2.0574,2.0397
SCl2-mp-28128,P2_12_12_1,0.2218,1.6126,2.0979
ScF3-mp-559092,R32,0.2218,2.5134,6.105
KNa(BH4)2-mp-571414,P3m1,0.2214,1.0904,6.187
Hg2SeO3-mp-555918,Cmc2_1,0.2212,6.8704,2.3265
CdSe-mp-1070,P6_3mc,0.2211,5.301,0.5589
Zn3GaB6PO12-mp-39215,R3m,0.221,4.0222,4.0713
Cs3TaO8-mp-561942,I-42m,0.2203,4.8667,3.1336
YN-mp-13099,F-43m,0.2201,4.6019,2.2998
Al2HgSe4-mp-3038,I-4,0.22,5.0145,1.4322
Ba4Br6O-mp-555218,P6_3mc,0.2196,4.5057,4.181
GeH3Cl-mp-28369,Cmc2_1,0.2194,1.9277,4.7582
ErCuS2-mp-559826,P2_12_12_1,0.2187,5.9404,1.7557
Cs2Se-mp-569272,Fdd2,0.2186,3.6949,1.7482
Ca5Al6O14-mp-17694,Cmc2_1,0.2181,2.9681,4.2272
WO3-mvc-15643,P2_12_12_1,0.2176,6.9019,1.4958
NbTl3S4-mp-1091384,I-43m,0.2172,5.7944,2.6754
Ag2GeS3-mp-9900,Cmc2_1,0.2171,4.609,0.468
Li2V2SiGeO10-mp-765775,C222,0.2166,3.2579,1.8559
SrAlH5-mp-568450,P2_12_12_1,0.2164,2.6737,3.501
Li2AlFeO4-mp-755803,C222_1,0.2163,2.911,3.122
Zn(HO)2-mp-625830,P2_12_12_1,0.2161,3.0587,2.9733
Y3GaS6-mp-1189598,Cmc2_1,0.216,3.7785,2.1312
TaCu3(SeS)2-mp-1218032,Cmm2,0.2158,5.5633,1.9047
Li8CoO6-mp-27920,P6_3cm,0.2156,2.3991,1.0764
CdTeMoO6-mp-555560,P-42_1m,0.2154,5.3397,3.2184
Sr2ZnGe2O7-mp-17392,P-42_1m,0.2153,4.4901,3.1337
Sc2TeO6-mp-557773,P321,0.2149,4.7361,2.9113
Sr3As4-mp-15339,Fdd2,0.2144,4.5604,0.677
VCrSbO6-mp-1216355,P4_2nm,0.2143,5.4068,1.5489
InCuSe2-mp-22811,I-42d,0.2138,5.4761,0.1986
NaTiCu3Se4-mp-1180119,P-43m,0.2136,4.6811,1.6933
HCl-mp-632326,Cmc2_1,0.2133,1.2174,5.9709
Zn(HO)2-mp-625857,P2_1,0.2132,3.0911,2.9935
SrLi(BS2)3-mp-558219,Cc,0.2129,2.2291,2.918
ZnGeAs2-mp-4008,I-42d,0.2128,5.0704,0.5679
WSe2-mp-1023936,P-6m2,0.2127,3.3805,1.5378
BAsO4-mp-11654,P3_121,0.2118,3.8066,3.8757
BaV2O6-mp-18929,C222,0.2117,3.7057,2.8551
K2LiBO3-mp-557632,C2,0.2115,2.4103,3.6295
RbLiZnS2-mp-1219554,I-4m2,0.2112,3.3055,2.4519
CsHgCl3-mp-29845,P3_2,0.211,4.1662,1.9873
CsCuSe4-mp-17095,P2_12_12_1,0.2109,4.5349,1.2331
WS2-mp-1023937,P-6m2,0.2109,2.7309,1.8091
NaSrAs-mp-9775,P-62m,0.2108,3.7124,0.8069
CrP(HO)5-mp-504967,P2_12_12_1,0.2106,2.2967,2.8008
P(HO)3-mp-625231,Pna2_1,0.2103,1.7037,4.181
La5TlTe8-mp-35907,I-4,0.2103,6.8601,1.0813
Ga2Se3-mp-1340,Cc,0.21,4.7676,1.6844
Ca2SnS4-mp-866580,P-62m,0.2098,3.4375,0.8703
Na2PtSe2-mp-14588,Cmc2_1,0.2097,5.665,0.985
KSi2N3-mp-1029418,Cmc2_1,0.2094,3.3146,3.71
H7ClO3-mp-625151,Cc,0.2093,1.3564,5.2273
CsNb(CuTe2)2-mp-505321,Pna2_1,0.2092,5.3928,1.0327
LiI-mp-570935,P6_3mc,0.2088,3.3163,4.381
Ta3TeI7-mp-29117,P6_3mc,0.2082,6.7101,0.5511
BeSe-mp-1541,F-43m,0.208,4.1949,2.8976
SiO2-mp-554089,Pna2_1,0.2079,2.2004,5.668
WF4-mvc-14582,P1,0.2078,5.2342,1.165
Rb2Cd(IBr)2-mp-1103709,Ama2,0.2078,3.6722,3.171
SrGeO3-mp-555731,P-62m,0.2074,4.1721,3.0107
VCu3Te4-mp-991652,P-43m,0.2073,6.0296,0.9711
In2HgSe4-mp-20731,I-4,0.2069,5.8029,1.1169
HgO-mp-7826,P3_121,0.2065,9.8588,1.3417
Ag2HgI4-mp-570256,P-42m,0.2063,5.4742,1.5935
CsMnP3HO10-mp-23871,C2,0.2059,3.0147,2.9802
La(NO2)3-mp-30925,R3m,0.2054,3.3445,2.2955
Li4Mn2OF7-mp-753323,P1,0.2048,2.9847,1.1875
Ca2SiB2O7-mp-752851,P-42_1m,0.2044,3.2127,5.6835
GaP-mp-2490,F-43m,0.204,4.0063,1.6843
InAgSe2-mp-20554,I-42d,0.2037,5.4436,0.3607
Na3SbS3-mp-1193673,P2_13,0.2036,2.8746,2.4175
TlClO4-mp-30530,F-43m,0.2036,4.2762,4.6461
FePO4-mp-540111,Pna2_1,0.2036,2.4922,0.4039
PH6NO4-mp-23672,I-42d,0.2035,1.7614,5.7911
SiO2-mp-556319,P1,0.2034,2.3026,5.2035
MoSBr-mp-554769,F-43m,0.2033,5.3907,0.8951
NaCuP2O7-mp-755492,Cc,0.2031,2.7863,0.7612
LiCu(PO3)4-mp-672966,P1,0.2026,2.7999,0.7023
MgGeP2-mp-34903,I-42d,0.2024,2.9262,1.5225
KNO3-mp-676851,R32,0.2014,1.8544,3.048
CsAsF4-mp-5707,P2_1,0.2011,3.5074,4.6885
H2CO-mp-23683,R3c,0.2009,1.3615,6.2978
KPSe6-mp-18625,Pca2_1,0.2008,3.6237,1.8858
ZnAgPS4-mp-558807,Pna2_1,0.2007,3.6622,2.2054
Na4Al3Si3ClO12-mp-23145,P-43n,0.2007,2.2294,4.6976
Ag6Mo2ClO7F3-mp-553919,P3m1,0.2006,5.7598,1.5595
TaVO4-mp-755190,I4_1md,0.2002,7.0983,1.8997
FePO4-mp-19752,P6_422,0.1997,2.5311,2.6178
GeF2-mp-7595,P2_12_12_1,0.1994,3.4213,4.0323
P4Se5-mp-2447,Pna2_1,0.1992,3.0997,1.8262
YAgSe2-mp-1188559,P2_12_12_1,0.199,5.7815,1.6561
NaLi3(H2N)4-mp-505381,I-4,0.1988,1.1704,2.5906
RbLi2(H2N)3-mp-722455,P1,0.1988,1.8999,1.9381
Cs2Se3-mp-7449,Cmc2_1,0.1988,4.0925,0.7703
CdS-mp-2469,F-43m,0.1986,4.5768,1.0453
DyNiBi-mp-30452,F-43m,0.1986,10.4442,0.2658
LiZnP-mp-961698,F-43m,0.1985,3.6447,0.0002
H4CN5Cl-mp-696231,Cc,0.1981,1.4617,3.4187
P4S5-mp-690,P2_1,0.1976,1.704,2.4934
Na8SnO6-mp-761931,P6_3cm,0.1976,2.8205,1.078
KHCN2-mp-24625,P2_12_12_1,0.1972,1.7656,3.8763
NaZnSiHO4-mp-699219,P2_12_12_1,0.196,3.1307,3.4228
ErNiSb-mp-21272,F-43m,0.1959,9.1918,0.3312
Li3CuF6-mp-759234,Pna2_1,0.1958,3.191,0.9308
Ga2Te3-mp-38970,Cc,0.1957,5.2266,1.0137
NbTl3Se4-mp-1025396,I-43m,0.1955,6.4422,2.3069
InAs-mp-20305,F-43m,0.1954,5.3357,0.305
NaCuPO4-mp-581303,P2_12_12_1,0.1953,3.4571,0.0045
H4NCl-mp-34337,P-43m,0.1952,1.5241,4.9364
Al6Cd4TeO12-mp-9535,I-43m,0.195,4.1331,2.8795
SiO2-mp-6930,P3_221,0.1947,2.4774,5.6695
SiO2-mp-7000,P3_121,0.1938,2.4873,5.678
CSO-mp-28240,R3m,0.1933,1.3116,4.9384
MgTi2NiO6-mp-1221952,R3,0.1932,4.3594,3.1953
MnH12N2(Cl2O)2-mp-703684,I-42m,0.1929,1.8523,3.6934
LiMn3CrO8-mp-756504,R3m,0.1928,4.0865,1.1336
Li4Al3Si3ClO12-mp-23648,P-43n,0.1928,2.2479,5.2612
Rb2S3-mp-7446,Cmc2_1,0.192,2.7592,1.3575
KAlCl4-mp-27755,P2_1,0.1915,1.8477,5.2915
Na4BeAlSi4ClO12-mp-23151,I-4,0.1913,2.2742,4.8678
SiO2-mp-556553,C2,0.1912,2.4632,5.1758
BeSO4-mp-5046,I-4,0.1909,2.3703,7.0754
BeS-mp-422,F-43m,0.1907,2.3557,3.2356
BaBPO5-mp-6040,P3_221,0.1903,4.0387,5.5003
PH6NO4-mp-604120,P2_12_12_1,0.1902,1.6163,4.9267
CoAsS-mp-4627,Pca2_1,0.1898,6.3253,0.8586
RbHO-mp-626721,P2_1,0.1894,3.2902,3.3498
Na4Ga3Si3ClO12-mp-23656,P-43n,0.1886,2.744,4.1073
GaAgSe2-mp-5518,I-42d,0.1884,5.3845,0.5906
PICl6-mp-27824,P-42_1m,0.1881,2.1339,1.7963
Na5LiMn2P2(CO7)2-mp-754568,Pm,0.1878,2.8112,3.4101
BaGe4O9-mp-3848,P321,0.1877,4.9013,3.0544
Na4Al3Ge3BrO12-mp-559084,P-43n,0.1876,2.8253,3.8519
LiZnRhF6-mp-1222336,P4_2nm,0.1875,4.4877,1.5896
BaBPO5-mp-15840,P3_121,0.1872,4.0386,5.5038
K2MnH4(Cl2O)2-mp-42264,I-42m,0.1871,2.2387,3.9504
CsSiTe3-mp-570957,Cc,0.1871,4.3376,1.2613
K2Sr(PO3)4-mp-558990,I-4,0.1868,2.7135,5.7697
Sr4Br6O-mp-556049,P6_3mc,0.1867,4.2313,4.2332
ZnSiAs2-mp-3595,I-42d,0.1867,4.5308,0.8902
CsTb(PO3)4-mp-17128,P2_1,0.1867,3.5666,5.3292
LiZnPS4-mp-11175,I-4,0.1865,2.4973,2.9295
Li4Al3Ge3ClO12-mp-556886,P-43n,0.1862,2.7771,4.1097
LiCr(PO4)2-mp-780490,P2_12_12_1,0.1861,2.7334,1.1611
RbNO3-mp-752446,R32,0.186,2.4144,3.0279
Mg(InTe2)2-mp-35777,I-42m,0.1859,4.9653,0.6792
NaMg4V3O12-mp-541220,I-42d,0.1854,3.2566,3.199
CuNiSbS3-mp-1191203,P2_12_12_1,0.1845,4.9559,0.4212
Li8GeO6-mp-28548,P6_3cm,0.1844,2.5571,3.4877
Li2H2SeO5-mp-753960,P2_1,0.1844,2.3761,3.9308
Ba12Cl5F19-mp-560641,P-62m,0.1844,4.7407,5.9805
Sr2MgSi2O7-mp-6564,P-42_1m,0.1836,3.5637,4.5359
ZnTe-mp-571195,P3_1,0.1833,5.4243,1.0679
MoF4-mvc-13531,P1,0.1833,3.9214,3.1859
FePO4-mp-504276,Pc,0.1832,2.5565,1.7099
Li3Mn4(BO3)4-mp-754552,P1,0.1831,3.1281,0.7015
LiMn2PO5-mp-776397,Pna2_1,0.1826,3.4622,1.83
LiP2WO7-mp-757956,C2,0.1823,4.6684,3.7443
LiTlPHO3-mp-772968,C2,0.1821,4.7225,3.9906
SiO2-mp-556985,P1,0.182,1.9362,5.8343
LiMnPO4-mp-26057,Pna2_1,0.1817,2.866,3.5393
Ti(CuS)4-mp-29091,I-42m,0.1816,4.5469,1.4548
SiO2-mp-555235,Cc,0.1814,2.0758,5.5109
ZnTe-mp-8884,P6_3mc,0.1813,5.4098,1.1003
CdSiAs2-mp-3078,I-42d,0.1811,4.852,0.8904
Ba(GeP)2-mp-27809,P4_2mc,0.181,4.4539,0.5152
Sr7(H6Br)2-mp-23828,P-6,0.1809,3.685,3.7421
AsH6NO4-mp-703470,I-42d,0.1803,2.2628,4.3866
Fe(SiP)4-mp-9198,P1,0.1801,3.3459,1.0972
CaCu2F8-mp-1539136,I422,0.1793,3.4485,1.2266
RbP(HO2)2-mp-642831,I-42d,0.1791,2.7828,5.7249
S3(NCl)2-mp-27699,P2_1,0.179,1.9012,1.7395
AgI-mp-684580,I-4m2,0.179,5.3203,1.9047
Sr2Si5N8-mp-9710,Pmn2_1,0.1789,3.8181,3.2085
Sr7(H6Cl)2-mp-23827,P-6,0.1789,3.3783,3.8999
Cd(InSe2)2-mp-22304,I-4,0.1787,5.1527,1.399
K2SnHgSe4-mp-568968,I-42m,0.1786,4.8905,1.8615
Li5CoO4-mp-754280,Aea2,0.1785,2.666,1.5092
H8S(NO2)2-mp-24468,Pna2_1,0.1783,1.6306,5.0805
KP(HO2)2-mp-696752,I-42d,0.1778,2.253,5.9164
Pb2CO4-mp-505702,P2_12_12_1,0.1772,6.8701,3.4175
Na4Si2PbSe6-mp-1221146,C2,0.177,4.0695,2.0898
LiInP2O7-mp-8491,P2_1,0.1766,3.3815,3.9729
Na4Al3Ge3ClO12-mp-559286,P-43n,0.1766,2.6882,4.0753
Li3SbS4-mp-760415,I-42m,0.1764,2.5165,2.1224
Na4Ga3Si3IO12-mp-40226,P-43n,0.1762,3.015,3.5977
Sr2MgGe2O7-mp-972387,P-42_1m,0.176,4.1345,3.6217
LiMgCoF6-mp-1222326,P4_2nm,0.1751,3.3865,2.483
La3Ti2N3O4-mp-754172,I-4m2,0.1744,6.3242,1.0263
ZnS-mp-560588,P6_3mc,0.1742,3.9954,2.0776
Si4P4Ru-mp-14983,P1,0.1742,3.6578,1.4917
BiRhSe-mp-1101765,P2_13,0.1741,9.9859,0.3186
BaGeO3-mp-13863,P2_12_12_1,0.1741,4.802,3.549
Sr4Cl6O-mp-23321,P6_3mc,0.1738,3.3149,4.5555
Cd(InSe2)2-mp-568032,P-42m,0.1738,5.1411,1.6825
Ag2PSe3-mp-13956,P2_12_12_1,0.1738,5.6056,0.8682
NaClO4-mp-38103,I-42m,0.1736,2.3932,5.495
Al6Cd4SO12-mp-9203,I-43m,0.1735,3.8761,3.0052
Cd(GaS2)2-mp-4452,I-4,0.1734,3.8196,2.122
Zn(HO)2-mp-697146,P2_12_12_1,0.1729,3.0538,2.8829
Ag3P11-mp-27821,Cm,0.1728,3.7564,1.0961
RbBe2F5-mp-696736,P1,0.1726,2.7276,7.3021
FeCl3-mp-583463,P312,0.1725,2.6058,0.4334
SIO3F-mp-23598,P2_12_12_1,0.1724,3.0597,1.9303
Na4Al3Ge3B(HO3)4-mp-535042,P-43n,0.172,2.5997,4.2071
Na10SrSn12-mp-30253,I-43m,0.1719,3.9504,0.7737
NaCaAlF6-mp-17944,P321,0.1716,2.7876,7.1115
Na5Fe2P2(CO7)2-mp-777585,Pm,0.1714,2.832,1.2151
HCl-mp-684609,Imm2,0.1713,1.1408,5.1812
